"skin","state","target","source","mirror","status","reason"
"priest_default","idle","idle_up_left.png","idle_up.png","False","needs_regen_temp_adjacent","needs regeneration; temporary adjacent up placeholder"
"warrior_default","walk","walk_up.png","walk_up.png","False","kept","kept-original"
"warrior_default","walk","walk_up_right.png","walk_up_left.png","True","mirrored","candidate mirror from up_left for missing true up-right"
"warrior_default","walk","walk_right.png","walk_right.png","False","kept","kept-original"
"warrior_default","walk","walk_down_right.png","walk_up_right.png","True","mirrored","manual-check: mirror current-up-right down-left into down-right"
"warrior_default","walk","walk_down.png","walk_down.png","False","kept","kept-original"
"warrior_default","walk","walk_down_left.png","walk_up_right.png","False","copied","manual-check: current-up-right-is-down-left"
"warrior_default","walk","walk_left.png","walk_left.png","False","kept","kept-original"
"warrior_default","walk","walk_up_left.png","walk_up_left.png","False","kept","kept-original"
"warrior_default","idle","idle_up.png","idle_up.png","False","kept","kept-original"
"warrior_default","idle","idle_up_right.png","idle_up_left.png","True","mirrored","candidate mirror from up_left for missing true up-right"
"warrior_default","idle","idle_right.png","idle_right.png","False","kept","kept-original"
"warrior_default","idle","idle_down_right.png","idle_up_right.png","True","mirrored","manual-check: mirror current-up-right down-left into down-right"
"warrior_default","idle","idle_down.png","idle_down.png","False","kept","kept-original"
"warrior_default","idle","idle_down_left.png","idle_up_right.png","False","copied","manual-check: current-up-right-is-down-left"
"warrior_default","idle","idle_left.png","idle_left.png","False","kept","kept-original"
"warrior_default","idle","idle_up_left.png","idle_up_left.png","False","kept","kept-original"
"witch_default","walk","walk_up.png","walk_up.png","False","kept","kept-original"
"witch_default","walk","walk_up_right.png","walk_up.png","False","needs_regen_temp_adjacent","needs regeneration; temporary adjacent up placeholder"
"witch_default","walk","walk_right.png","walk_left.png","True","mirrored","manual-check: current-right-is-left; mirror-left-to-right"
"witch_default","walk","walk_down_right.png","walk_down_left.png","False","copied","manual-check: current-down-left-is-down-right"
"witch_default","walk","walk_down.png","walk_down_right.png","False","needs_regen_temp_adjacent","needs regeneration; temporary adjacent down-right placeholder"
"witch_default","walk","walk_down_left.png","walk_down_right.png","False","needs_regen_temp_adjacent","down-left source not confirmed; temporary adjacent down-right placeholder"
"witch_default","walk","walk_left.png","walk_left.png","False","kept","kept-original"
"witch_default","walk","walk_up_left.png","walk_up.png","False","needs_regen_temp_adjacent","needs regeneration; temporary adjacent up placeholder"
"witch_default","idle","idle_up.png","idle_up.png","False","kept","kept-original"
"witch_default","idle","idle_up_right.png","idle_up.png","False","needs_regen_temp_adjacent","needs regeneration; temporary adjacent up placeholder"
"witch_default","idle","idle_right.png","idle_left.png","True","mirrored","manual-check: current-right-is-left; mirror-left-to-right"
"witch_default","idle","idle_down_right.png","idle_down_left.png","False","copied","manual-check: current-down-left-is-down-right"
"witch_default","idle","idle_down.png","idle_down_right.png","False","needs_regen_temp_adjacent","needs regeneration; temporary adjacent down-right placeholder"
"witch_default","idle","idle_down_left.png","idle_down_right.png","False","needs_regen_temp_adjacent","down-left source not confirmed; temporary adjacent down-right placeholder"
"witch_default","idle","idle_left.png","idle_left.png","False","kept","kept-original"
"witch_default","idle","idle_up_left.png","idle_up.png","False","needs_regen_temp_adjacent","needs regeneration; temporary adjacent up placeholder"
